Comunidades y Ciudades Autónomas;Periodo;Total
17 Rioja, La;2002;23,52
17 Rioja, La;2001;9,71
17 Rioja, La;2000;5,41
17 Rioja, La;1999;4,26
17 Rioja, La;1998;4,56
17 Rioja, La;1997;4,57
17 Rioja, La;1996;4,1
17 Rioja, La;1995;3,81
17 Rioja, La;1994;4,67
17 Rioja, La;1993;4,29
17 Rioja, La;1992;4,48
17 Rioja, La;1991;4,17
17 Rioja, La;1990;1,35
17 Rioja, La;1989;2,26
17 Rioja, La;1988;2,3
17 Rioja, La;1987;2,45
17 Rioja, La;1986;2,67
17 Rioja, La;1985;3,29
17 Rioja, La;1984;4,52
17 Rioja, La;1983;5,06
17 Rioja, La;1982;5,83
17 Rioja, La;1981;6,09
17 Rioja, La;1980;7,46
17 Rioja, La;1979;7,95
17 Rioja, La;1978;8,35
17 Rioja, La;1977;7,8
17 Rioja, La;1976;9,82
17 Rioja, La;1975;8,02
18 Ceuta;2021;-12,12
18 Ceuta;2020;-6,76
18 Ceuta;2019;-8,82
18 Ceuta;2018;-4,46
18 Ceuta;2017;2,06
18 Ceuta;2016;4,5
18 Ceuta;2015;-0,48
18 Ceuta;2014;0,22
18 Ceuta;2013;1,66
18 Ceuta;2012;8,28
18 Ceuta;2011;26,66
18 Ceuta;2010;28,93
18 Ceuta;2009;30,49
18 Ceuta;2008;22,04
18 Ceuta;2007;14,71
18 Ceuta;2006;18,41
18 Ceuta;2005;11,4
18 Ceuta;2004;6,16
18 Ceuta;2003;6,08
18 Ceuta;2002;3,33
18 Ceuta;2001;-4,34
18 Ceuta;2000;4,63
18 Ceuta;1999;4,35
18 Ceuta;1998;3,34
18 Ceuta;1997;4,59
18 Ceuta;1996;3,65
18 Ceuta;1995;6
18 Ceuta;1994;5,21
18 Ceuta;1993;7,41
18 Ceuta;1992;6,86
18 Ceuta;1991;5,48
18 Ceuta;1990;2,13
18 Ceuta;1989;3,15
18 Ceuta;1988;4,81
18 Ceuta;1987;4,11
18 Ceuta;1986;3,16
18 Ceuta;1985;3,79
18 Ceuta;1984;3,23
18 Ceuta;1983;3,83
18 Ceuta;1982;3,06
18 Ceuta;1981;5,45
18 Ceuta;1980;4,91
18 Ceuta;1979;3,83
18 Ceuta;1978;4,19
18 Ceuta;1977;4,18
18 Ceuta;1976;4
18 Ceuta;1975;4,97
19 Melilla;2021;-9,41
19 Melilla;2020;-5,35
19 Melilla;2019;-2,57
19 Melilla;2018;-0,22
19 Melilla;2017;-2,77
19 Melilla;2016;2,12
19 Melilla;2015;2,29
19 Melilla;2014;8,33
19 Melilla;2013;3
19 Melilla;2012;22,18
19 Melilla;2011;36,46
19 Melilla;2010;36,36
19 Melilla;2009;36,06
19 Melilla;2008;29,32
19 Melilla;2007;32,48
19 Melilla;2006;27,37
19 Melilla;2005;33,08
19 Melilla;2004;2,48
19 Melilla;2003;-9,79
19 Melilla;2002;-7,8
19 Melilla;2001;2,66
19 Melilla;2000;13,4
19 Melilla;1999;13,39
19 Melilla;1998;13,31
19 Melilla;1997;13,97
19 Melilla;1996;14,35
19 Melilla;1995;15,29
19 Melilla;1994;14,85
19 Melilla;1993;17,48
19 Melilla;1992;19,17
19 Melilla;1991;14,28
19 Melilla;1990;4,01
19 Melilla;1989;4,78
19 Melilla;1988;6,06
19 Melilla;1987;6,29
19 Melilla;1986;6,62
19 Melilla;1985;6,6
19 Melilla;1984;5,69
19 Melilla;1983;6,25
19 Melilla;1982;4,95
19 Melilla;1981;2,44
19 Melilla;1980;-8,43
19 Melilla;1979;-12,86
19 Melilla;1978;-14,48
19 Melilla;1977;-14,19
19 Melilla;1976;-15,05
19 Melilla;1975;-17,74
